identifier	count
M323	9791
M324	4846
M325	7665
M326	15825
M327	4532
M328	9580
M329	9735
M330	1604
M331	12633
M332	5199
M333	11405
M334	4792
M335	8863
M336	1787
M337	15825
M338	7027
M339	21765
M340	4713
M341	7272
M342	2905
M343	3696
M344	4454
M345	8863
M346	5269
M347	8685
M348	3630
M349	21765
M350	1807
M351	10945
M352	4960
M353	7292
M354	8940
M355	4246
M356	4129
M357	4356
M358	5341
M359	6178
M360	4600
M361	3260
M362	4444
M363	8667
M364	3416
M365	5563
M366	4217
M367	4705
M368	3820
M369	4271
M370	8685
M371	11580
M372	21765
M373	13312
M374	10945
M375	3357
M376	4491
M377	3961
M378	5770
M379	6588
M380	1922
M381	3907
M382	2548
M383	11580
M384	21765
M385	13312
M386	10024
M387	2598
M388	4829
M389	2166
M390	3505
M391	6070
M392	10967
M393	11580
M394	4890
M395	5576
M396	14231
M397	3262
M398	4755
M399	3270
M400	8027
M401	7895
M402	4569
M403	7521
M404	6351
M405	2991
M406	7477
M407	8571
M408	5833
M409	6888
M410	2192
M411	4982
M412	5400
M413	7868
M414	3930
M415	10967
M416	24369
M417	4890
M418	5312
M419	14231
M420	5026
M421	2072
M422	7305
M423	6953
M424	4864
M425	4818
M426	2445
M427	3687
M428	24369
M429	7196
M430	4180
M431	3668
M432	8781
M433	5312
M434	3735
M435	43
M436	4993
M437	3582
M438	24369
M439	8781
M440	5005
M441	8641
M442	6662
M443	5438
M444	4652
M445	5452
M446	6376
M447	4209
M448	2825
M449	5408
M450	5283
M451	2200
M452	4145
M453	6856
M454	7777
M455	5580
M456	7316
M457	2984
M458	6680
M459	5798
M460	4993
M461	7264
M462	11755
M463	6638
M464	9489
M465	12340
M466	5991
M467	5320
M468	6912
M469	7023
M470	5931
M471	12201
M472	6485
M473	4982
M474	11755
M475	4560
M476	2552
M477	4073
M478	6912
M479	7023
M480	9642
M481	12201
M482	8675
M483	4397
M484	3749
M485	5527
M486	12861
M487	10195
M488	2937
M489	11192
M490	7826
M491	4332
M492	5940
M493	5527
M494	7783
M495	8850
M496	2190
M497	7260
M498	6104
M499	7605
M500	9958
M501	13221
M502	26283
M503	24839
M504	8675
M505	4499
M506	6069
M507	3449
M508	3438
M509	4631
M510	6995
M511	7477
M512	4963
M513	4662
M514	9958
M515	13221
M516	26283
M517	24839
M518	4423
M519	6452
M520	5013
M521	4229
M522	3557
M523	15446
M524	4773
M525	13221
M526	26283
M527	24839
M528	4833
M529	3248
M530	8973
M531	2578
M532	4167
M533	5561
M534	8419
M535	3442
M536	5035
M537	8501
M538	6604
M539	6167
M540	6905
M541	4868
M542	2063
M543	3961
M544	11250
M545	7158
M546	4266
M547	4833
M548	3166
M549	26283
M550	24839
M551	4056
M552	2423
M553	8945
M554	9671
M555	7809
M556	8248
M557	5125
M558	13441
M559	7732
M560	5871
M561	3477
M562	24839
M563	14317
M564	2412
M565	4349
M566	1559
M567	987
M568	10144
M569	8929
M570	6080
M571	7394
M572	7074
M573	14317
M574	17884
M575	6266
M576	12423
M577	2863
M578	10144
M579	7380
M580	7076
M581	3608
M582	9211
M583	7119
M584	4785
M585	5977
M586	5510
M587	11013
M588	6943
M589	6800
M590	6151
M591	3094
M592	5023
M593	5852
M594	11783
M595	8244
M596	3896
M597	7855
M598	5394
M599	17884
M600	4726
M601	12423
M602	4417
M603	17375
M604	3139
M605	2925
M606	11048
M607	5579
M608	1958
M609	17884
M610	11662
M611	21
M612	2414
M613	17375
M614	7142
M615	24
M616	5571
M617	6538
M618	17
M619	4299
M620	11662
M621	4487
M622	4552
M623	7850
M624	5352
M625	7153
M626	4738
M627	3031
M628	3394
M629	6480
M630	5612
M631	6177
M632	3267
M633	3726
M634	1991
M635	7658
M636	4158
M637	1070
M638	2683
M639	1406
M640	1215
M641	4067
M642	2249
M643	3121
M644	7007
M645	3640
M646	11662
M647	1390
M648	9002
M649	4267
M650	16247
M651	5345
M652	6121
M653	5998
M654	15868
M655	3084
M656	3640
M657	4665
M658	6205
M659	4744
M660	3482
M661	6722
M662	4102
M663	12515
M664	15868
M665	15538
M666	3349
M667	5510
M668	5978
M669	6101
M670	7463
M671	5720
M672	5430
M673	3856
M674	6419
M675	5124
M676	2245
M677	3850
M678	4466
M679	3558
M680	11002
M681	5572
M682	7971
M683	2545
M684	3310
M685	10094
M686	4360
M687	4927
M688	12515
M689	2782
M690	15538
M691	1441
M692	2591
M693	12729
M694	3574
M695	18813
M696	7289
M697	2437
M698	6631
M699	6960
M700	9363
M701	15538
M702	16876
M703	5562
M704	7001
M705	11259
M706	18813
M707	8414
M708	3774
M709	3463
M710	6217
M711	6800
M712	16876
M713	4005
M714	14174
M715	10153
M716	17285
M717	6182
M718	3668
M719	4258
M720	3543
M721	4026
M722	7735
M723	5805
M724	6421
M725	6286
M726	5829
M727	6529
M728	10470
M729	9331
M730	9100
M731	6074
M732	4430
M733	4923
M734	2547
M735	16876
M736	22301
M737	14174
M738	12108
M739	17285
M740	2963
M741	9163
M742	3181
M743	5843
M744	2697
M745	3923
M746	5002
M747	5230
M748	22301
M749	13990
M750	4989
M751	3952
M752	7473
M753	12108
M754	6207
M755	6752
M756	10428
M757	4862
M758	22301
M759	3168
M760	7548
M761	3829
M762	4392
M763	8061
M764	6667
M765	3259
M766	3864
M767	5226
M768	4780
M769	3048
M770	2506
M771	1673
M772	5534
M773	4339
M774	5357
M775	4582
M776	2507
M777	5844
M778	7267
M779	3191
M780	10428
M781	2109
M782	9707
M783	5616
M784	11963
M785	11413
M786	2103
M787	5293
M788	3464
M789	1419
M790	1256
M791	5951
M792	5437
M793	5500
M794	14946
M795	9707
M796	9872
M797	4961
M798	11413
M799	3683
M800	2118
M801	4457
M802	4415
M803	5613
M804	14946
M805	5487
M806	3028
M807	3177
M808	6759
M809	10467
M810	3786
M811	7326
M812	4043
M813	2734
M814	2609
M815	7239
M816	5500
M817	3672
M818	2316
M819	4766
M820	5065
M821	6285
M822	9872
M823	5512
M824	7661
M825	9896
M826	3844
M827	14946
M828	8609
M829	3044
M830	8681
M831	1805
M832	5222
M833	6535
M834	2013
M835	4278
M836	2878
M837	9896
M838	17151
M839	1628
M840	1637
M841	3019
M842	15016
M843	13080
M844	2535
M845	7079
M846	8149
M847	7758
M848	17151
M849	18828
M850	7009
M851	12784
M852	15016
M853	13080
M854	5087
M855	2629
M856	6834
M857	5602
M858	5877
M859	4537
M860	7976
M861	4878
M862	6744
M863	6843
M864	6547
M865	3654
M866	4153
M867	3913
M868	5134
M869	4080
M870	7323
M871	7208
M872	2811
M873	2815
M874	18828
M875	4425
M876	4994
M877	6532
M878	13080
M879	6282
M880	4086
M881	3422
M882	6964
M883	2925
M884	5029
M885	18828
M886	4485
M887	1526
M888	3205
M889	3535
M890	4108
M891	11997
M892	3912
M893	10284
M894	2977
M895	18828
M896	7698
M897	33
M898	4996
M899	3949
M900	2504
M901	5878
M902	2488
M903	5863
M904	6713
M905	9588
M906	1614
M907	4160
M908	2522
M909	3341
M910	3321
M911	2280
M912	1837
M913	3627
M914	1603
M915	4472
M916	2773
M917	11997
M918	8234
M919	10284
M920	11854
M921	9263
M922	6426
M923	4909
M924	5375
M925	4418
M926	3183
M927	1175
M928	11997
M929	5422
M930	9088
M931	11854
M932	4933
M933	5301
M934	5370
M935	3653
M936	3007
M937	11067
M938	3895
M939	5584
M940	9088
M941	16998
M942	4721
M943	3320
M944	11067
M945	8144
M946	10365
M947	2417
M948	1016
M949	5498
M950	4232
M951	2231
M952	3176
M953	6038
M954	4272
M955	2950
M956	5544
M957	5733
M958	5069
M959	4136
M960	2645
M961	3311
M962	4221
M963	3314
M964	4459
M965	5829
M966	16998
M967	59
M968	3957
M969	11067
M970	3781
M971	6344
M972	3991
M973	8439
M974	8424
M975	5808
M976	8104
M977	59
M978	14004
M979	5906
M980	6422
M981	4930
M982	11748
M983	4830
M984	6352
M985	1796
M986	16392
M987	1341
M988	14004
M989	11748
M990	2588
M991	8257
M992	4055
M993	4338
M994	8315
M995	2850
M996	2946
M997	4718
M998	899
M999	5790
M1000	3850
M1001	6485
M1002	5408
M1003	4316
M1004	6002
M1005	4254
M1006	5988
M1007	3868
M1008	1571
M1009	2553
M1010	3732
M1011	9354
M1012	16392
M1013	14643
M1014	11469
M1015	5224
M1016	11108
M1017	2693
M1018	7371
M1019	6546
M1020	19299
M1021	4376
M1022	10866
M1023	3018
M1024	14643
M1025	10782
M1026	6512
M1027	4442
M1028	3844
M1029	11835
M1030	19299
M1031	4944
M1032	10866
M1033	6505
M1034	7944
M1035	2345
M1036	3930
M1037	2041
M1038	2068
M1039	5838
M1040	6664
M1041	3172
M1042	1844
M1043	1316
M1044	11780
M1045	2590
M1046	2854
M1047	1480
M1048	2156
M1049	3708
M1050	3116
M1051	11835
M1052	19299
M1053	9511
M1054	13882
M1055	6505
M1056	7405
M1057	8089
M1058	1826
M1059	3588
M1060	3287
M1061	2368
M1062	1731
M1063	4603
M1064	5028
M1065	7929
M1066	19796
M1067	13882
M1068	23085
M1069	7811
M1070	4543
M1071	7261
M1072	2624
M1073	5460
M1074	5482
M1075	7929
M1076	19796
M1077	2488
M1078	23085
M1079	2882
M1080	12823
M1081	6298
M1082	9205
M1083	2642
M1084	4305
M1085	2183
M1086	3991
M1087	2844
M1088	6359
M1089	5483
M1090	5870
M1091	4364
M1092	2407
M1093	5999
M1094	2476
M1095	7111
M1096	3452
M1097	2470
M1098	3848
M1099	11871
M1100	9873
M1101	19796
M1102	8899
M1103	23085
M1104	4424
M1105	7182
M1106	6223
M1107	5356
M1108	3147
M1109	3503
M1110	11871
M1111	6945
M1112	13178
M1113	12619
M1114	23085
M1115	6232
M1116	5270
M1117	8264
M1118	4528
M1119	3040
M1120	14442
M1121	6360
M1122	13178
M1123	12619
M1124	7427
M1125	4063
M1126	5235
M1127	3451
M1128	3940
M1129	7072
M1130	6837
M1131	4239
M1132	3034
M1133	7689
M1134	2109
M1135	3219
M1136	6808
M1137	3664
M1138	3221
M1139	2858
M1140	4487
M1141	1686
M1142	2437
M1143	2689
M1144	1685
M1145	14442
M1146	7963
M1147	8642
M1148	12619
M1149	10522
M1150	4476
M1151	6475
M1152	6524
M1153	4943
M1154	7221
M1155	4427
M1156	5947
M1157	3752
M1158	3963
M1159	10522
M1160	3414
M1161	15570
M1162	8767
M1163	5582
M1164	2635
M1165	9227
M1166	7337
M1167	11023
M1168	16141
M1169	5089
M1170	4926
M1171	15570
M1172	2171
M1173	3734
M1174	1748
M1175	2012
M1176	4388
M1177	1270
M1178	3977
M1179	1926
M1180	3070
M1181	5576
M1182	5757
M1183	1834
M1184	3527
M1185	1164
M1186	3326
M1187	6527
M1188	2978
M1189	11023
M1190	16141
M1191	8893
M1192	5517
M1193	4207
M1194	9791
M1195	6102
M1196	10411
M1197	5815
M1198	2949
M1199	5425
M1200	2701
M1201	7398
M1202	3651
M1203	6341
M1204	16141
M1205	922
M1206	7310
M1207	5400
M1208	9791
M1209	20446
M1210	10411
M1211	5481
M1212	5546
M1213	4825
M1214	6912
M1215	4316
M1216	7310
M1217	6604
M1218	1271
M1219	20446
M1220	3822
M1221	1814
M1222	2964
M1223	1558
M1224	6824
M1225	2920
M1226	2859
M1227	3496
M1228	3719
M1229	1483
M1230	1218
M1231	2303
M1232	6372
M1233	4588
M1234	1244
M1235	41
M1236	2997
M1237	2740
M1238	5050
M1239	2454
M1240	7310
M1241	8662
M1242	10703
M1243	20446
M1244	6073
M1245	1673
M1246	2428
M1247	1330
M1248	1528
M1249	2536
M1250	2551
M1251	1829
M1252	5031
M1253	8662
M1254	10703
M1255	20446
M1256	7908
M1257	4769
M1258	4074
M1259	1222
M1260	6816
M1261	2534
M1262	5031
M1263	5597
M1264	29930
M1265	33229
M1266	40353
M1267	5968
M1268	5238
M1269	5121
M1270	6725
M1271	3406
M1272	10099
M1273	8897
M1274	9101
M1275	8644
M1276	3651
M1277	10441
M1278	5241
M1279	3576
M1280	9281
M1281	8734
M1282	5427
M1283	7883
M1284	5743
M1285	1205
M1286	2456
M1287	24751
M1288	5597
M1289	29930
M1290	33229
M1291	40353
M1292	13396
M1293	7879
M1294	6151
M1295	8370
M1296	5323
M1297	4862
M1298	24751
M1299	816
M1300	29930
M1301	33229
M1302	40353
M1303	2835
M1304	3479
M1305	8406
M1306	4705
M1307	3835
M1308	24751
M1309	4357
M1310	23479
M1311	33229
M1312	40353
M1313	3862
M1314	5737
M1315	5168
M1316	8236
M1317	7691
M1318	4833
M1319	3455
M1320	7342
M1321	5983
M1322	2418
M1323	7949
M1324	4895
M1325	5588
M1326	4846
M1327	11100
M1328	4210
M1329	5224
M1330	8930
M1331	2236
M1332	5002
M1333	24751
M1334	1914
M1335	23479
M1336	14179
M1337	40353
M1338	8571
M1339	5659
M1340	8177
M1341	4856
M1342	3369
M1343	3337
M1344	24751
M1345	3789
M1346	5208
M1347	4242
M1348	2625
M1349	23479
M1350	14179
M1351	9266
M1352	1199
M1353	10393
M1354	24751
M1355	3656
M1356	1867
M1357	18508
M1358	15879
M1359	1962
M1360	4304
M1361	2397
M1362	8108
M1363	6790
M1364	5611
M1365	6176
M1366	7006
M1367	3141
M1368	5519
M1369	4425
M1370	4069
M1371	2769
M1372	3941
M1373	1758
M1374	1471
M1375	3411
M1376	2870
M1377	5488
M1378	10393
M1379	11081
M1380	6044
M1381	2500
M1382	18508
M1383	15879
M1384	3164
M1385	6448
M1386	4163
M1387	2407
M1388	3797
M1389	4208
M1390	11081
M1391	3076
M1392	7495
M1393	3674
M1394	15879
M1395	8182
M1396	4057
M1397	5373
M1398	2944
M1399	4275
M1400	11081
M1401	3682
M1402	3906
M1403	4524
M1404	6521
M1405	2494
M1406	7017
M1407	5701
M1408	9397
M1409	2673
M1410	8
M1411	5541
M1412	2601
M1413	5197
M1414	5390
M1415	3612
M1416	3288
M1417	2411
M1418	3124
M1419	4880
M1420	7495
M1421	7773
M1422	17214
M1423	695
M1424	13202
M1425	11081
M1426	5391
M1427	9258
M1428	4500
M1429	3222
M1430	5274
M1431	4948
M1432	9053
M1433	17214
M1434	3729
M1435	13202
M1436	5991
M1437	4725
M1438	13775
M1439	10484
M1440	5837
M1441	4509
M1442	2688
M1443	2452
M1444	3806
M1445	13202
M1446	6041
M1447	3587
M1448	13775
M1449	10484
M1450	4795
M1451	9121
M1452	7352
M1453	5342
M1454	1565
M1455	4046
M1456	2492
M1457	4468
M1458	4801
M1459	9291
M1460	4572
M1461	5683
M1462	5716
M1463	5780
M1464	4765
M1465	4424
M1466	2757
M1467	9127
M1468	4706
M1469	3611
M1470	6041
M1471	6962
M1472	3999
M1473	6115
M1474	23806
M1475	6723
M1476	3188
M1477	4800
M1478	1856
M1479	3752
M1480	2812
M1481	5191
M1482	5253
M1483	17714
M1484	6962
M1485	18948
M1486	6115
M1487	23806
M1488	9740
M1489	3618
M1490	3145
M1491	7323
M1492	2669
M1493	17714
M1494	6098
M1495	18948
M1496	12788
M1497	23806
M1498	2501
M1499	2329
M1500	5386
M1501	1719
M1502	2405
M1503	8412
M1504	6333
M1505	1709
M1506	5636
M1507	3460
M1508	3316
M1509	8425
M1510	3819
M1511	1884
M1512	2873
M1513	1792
M1514	2471
M1515	6623
M1516	6055
M1517	3653
M1518	17714
M1519	4583
M1520	2928
M1521	5042
M1522	4439
M1523	5747
M1524	5941
M1525	12788
M1526	4076
M1527	2719
M1528	7500
M1529	17714
M1530	4102
M1531	11877
M1532	12788
M1533	8909
M1534	8331
M1535	2799
M1536	6028
M1537	2137
M1538	7500
M1539	6041
M1540	3829
M1541	5088
M1542	6352
M1543	4145
M1544	5549
M1545	2920
M1546	3793
M1547	5355
M1548	7473
M1549	314
M1550	4741
M1551	2789
M1552	5536
M1553	8150
M1554	18
M1555	3963
M1556	9492
M1557	6267
M1558	5147
M1559	11877
M1560	12
M1561	5854
M1562	4117
M1563	9388
M1564	6041
M1565	2126
M1566	6357
M1567	7675
M1568	4459
M1569	6140
M1570	6843
M1571	2712
M1572	4859
M1573	10004
M1574	9388
M1575	7095
M1576	3530
M1577	9603
M1578	6500
M1579	4035
M1580	4192
M1581	4444
M1582	3452
M1583	10004
M1584	5927
M1585	8381
M1586	3039
M1587	9603
M1588	17700
M1589	4035
M1590	7608
M1591	2871
M1592	6196
M1593	2236
M1594	3937
M1595	3777
M1596	7665
M1597	4487
M1598	2550
M1599	4776
M1600	2642
M1601	5648
M1602	4128
M1603	4520
M1604	2855
M1605	4186
M1606	4245
M1607	2797
M1608	1590
M1609	7454
M1610	8381
M1611	2383
M1612	9561
M1613	5676
M1614	671
M1615	6827
M1616	6654
M1617	17700
M1618	1532
M1619	3208
M1620	6671
M1621	8381
M1622	3703
M1623	18086
M1624	17700
M1625	4861
M1626	7153
M1627	5839
M1628	2447
M1629	8099
M1630	6671
M1631	7365
M1632	2192
M1633	3333
M1634	8872
M1635	4101
M1636	4086
M1637	5383
M1638	6285
M1639	3756
M1640	3312
M1641	3807
M1642	5560
M1643	6548
M1644	1682
M1645	4851
M1646	7784
M1647	4751
M1648	6531
M1649	4026
M1650	6634
M1651	18086
M1652	17700
M1653	5961
M1654	2201
M1655	10123
M1656	7365
M1657	3733
M1658	7623
M1659	5390
M1660	12217
M1661	8590
M1662	5164
M1663	4777
M1664	4494
M1665	6176
M1666	10123
M1667	14065
M1668	3268
M1669	1834
M1670	2503
M1671	12217
M1672	4546
M1673	2228
M1674	3944
M1675	5877
M1676	4787
M1677	14065
M1678	4836
M1679	4643
M1680	4063
M1681	4942
M1682	3823
M1683	7763
M1684	6817
M1685	5954
M1686	3299
M1687	6089
M1688	2196
M1689	6298
M1690	7173
M1691	4930
M1692	4470
M1693	4749
M1694	3285
M1695	7736
M1696	4756
M1697	4279
M1698	9190
M1699	3472
M1700	3684
M1701	14065
M1702	9286
M1703	4647
M1704	6695
M1705	5513
M1706	6159
M1707	8077
M1708	6228
M1709	3464
M1710	3958
M1711	8180
M1712	3500
M1713	5946
M1714	9286
M1715	13762
M1716	2559
M1717	7111
M1718	3971
M1719	2447
M1720	10917
M1721	8180
M1722	13725
M1723	3386
M1724	3455
M1725	2924
M1726	3640
M1727	6313
M1728	3202
M1729	2601
M1730	6328
M1731	4051
M1732	7396
M1733	2614
M1734	3720
M1735	5849
M1736	8066
M1737	3551
M1738	5602
M1739	4395
M1740	4333
M1741	5504
M1742	6372
M1743	3332
M1744	3982
M1745	10917
M1746	10942
M1747	13725
M1748	10042
M1749	3308
M1750	4167
M1751	4528
M1752	8663
M1753	8309
M1754	6165
M1755	4094
M1756	5967
M1757	3418
M1758	13725
M1759	9883
M1760	3638
M1761	12647
M1762	3862
M1763	8663
M1764	6316
M1765	3099
M1766	3431
M1767	3358
M1768	5146
M1769	9883
M1770	3847
M1771	12647
M1772	2809
M1773	2636
M1774	1584
M1775	4554
M1776	4883
M1777	5590
M1778	5781
M1779	4355
M1780	7598
M1781	3321
M1782	4774
M1783	3613
M1784	6529
M1785	3184
M1786	3945
M1787	4189
M1788	5925
M1789	3568
M1790	2735
M1791	2557
M1792	9883
M1793	12748
M1794	3799
M1795	3124
M1796	8811
M1797	6556
M1798	5066
M1799	3201
M1800	8372
M1801	6359
M1802	8169
M1803	4236
M1804	5469
M1805	12748
M1806	6173
M1807	8372
M1808	5605
M1809	3902
M1810	3932
M1811	4303
M1812	8169
M1813	2083
M1814	9545
M1815	4685
M1816	4942
M1817	5249
M1818	5413
M1819	4916
M1820	3536
M1821	3815
M1822	3632
M1823	5783
M1824	2137
M1825	8708
M1826	5033
M1827	3661
M1828	3381
M1829	3682
M1830	6326
M1831	6173
M1832	8811
M1833	2601
M1834	6387
M1835	4784
M1836	9545
M1837	3617
M1838	11637
M1839	11353
M1840	4996
M1841	2993
M1842	6697
M1843	10206
M1844	10389
M1845	5664
M1846	6387
M1847	5430
M1848	2595
M1849	11150
M1850	11637
M1851	11353
M1852	8123
M1853	3909
M1854	3060
M1855	5640
M1856	1538
M1857	8744
M1858	10254
M1859	11150
M1860	6812
M1861	3247
M1862	16609
M1863	9314
M1864	2265
M1865	3467
M1866	4483
M1867	6040
M1868	7998
M1869	8446
M1870	6100
M1871	3604
M1872	3777
M1873	5005
M1874	8177
M1875	2598
M1876	6547
M1877	5166
M1878	5086
M1879	5813
M1880	2994
M1881	10254
M1882	12176
M1883	9164
M1884	2870
M1885	16609
M1886	7537
M1887	7600
M1888	3304
M1889	5743
M1890	5125
M1891	2626
M1892	3698
M1893	3001
M1894	12176
M1895	6589
M1896	3898
M1897	2342
M1898	9164
M1899	4865
M1900	5992
M1901	5179
M1902	13542
M1903	2443
M1904	12176
M1905	9164
M1906	6936
M1907	9935
M1908	7992
M1909	2092
M1910	4341
M1911	4043
M1912	5005
M1913	2781
M1914	2968
M1915	8504
M1916	4933
M1917	2554
M1918	2218
M1919	3261
M1920	2792
M1921	5066
M1922	4434
M1923	2221
M1924	3640
M1925	5517
M1926	8444
M1927	13542
M1928	12952
M1929	6486
M1930	5628
M1931	3918
M1932	1904
M1933	5206
M1934	10498
M1935	7575
M1936	4781
M1937	2071
M1938	12952
M1939	12075
M1940	4684
M1941	3319
M1942	3018
M1943	7716
M1944	2769
M1945	8146
M1946	7701
M1947	9355
M1948	5363
M1949	12075
M1950	4374
M1951	2333
M1952	2543
M1953	2347
M1954	4377
M1955	2477
M1956	2759
M1957	4485
M1958	2882
M1959	2288
M1960	1912
M1961	2572
M1962	942
M1963	2811
M1964	6346
M1965	6156
M1966	2094
M1967	9095
M1968	9355
M1969	3419
M1970	3905
M1971	3476
M1972	19625
M1973	3054
M1974	1790
M1975	2830
M1976	4086
M1977	2077
M1978	2349
M1979	4206
M1980	2710
M1981	7652
M1982	9095
M1983	3586
M1984	9616
M1985	9784
M1986	7969
M1987	19625
M1988	5930
M1989	4334
M1990	5348
M1991	4799
M1992	5909
M1993	3641
M1994	9616
M1995	5278
M1996	14714
M1997	19625
M1998	4700
M1999	3527
M2000	3546
M2001	6839
M2002	6095
M2003	2806
M2004	3115
M2005	4864
M2006	4532
M2007	1856
M2008	2294
M2009	1706
M2010	2691
M2011	3131
M2012	3577
M2013	1932
M2014	1773
M2015	2310
M2016	2453
M2017	4397
M2018	3916
M2019	10086
M2020	5278
M2021	14714
M2022	1433
M2023	5775
M2024	3064
M2025	8581
M2026	5387
M2027	3202
M2028	7124
M2029	10086
M2030	10772
M2031	3960
M2032	4124
M2033	3901
M2034	14714
M2035	4991
M2036	2615
M2037	3918
M2038	11480
M2039	3482
M2040	10772
M2041	4824
M2042	14213
M2043	6525
M2044	2691
M2045	2047
M2046	6988
M2047	3813
M2048	1693
M2049	8455
M2050	3992
M2051	2941
M2052	4007
M2053	2263
M2054	4943
M2055	5873
M2056	5398
M2057	3699
M2058	2513
M2059	4805
M2060	3227
M2061	7785
M2062	4054
M2063	11480
M2064	11488
M2065	4280
M2066	5873
M2067	14213
M2068	4076
M2069	5119
M2070	7681
M2071	5974
M2072	5971
M2073	3125
M2074	11488
M2075	7829
M2076	3704
M2077	14213
M2078	4771
M2079	4851
M2080	7976
M2081	5658
M2082	2580
M2083	5938
M2084	9051
M2085	7829
M2086	9364
M2087	3820
M2088	4937
M2089	1807
M2090	4034
M2091	4640
M2092	3937
M2093	3890
M2094	7037
M2095	3365
M2096	5876
M2097	3230
M2098	2657
M2099	6033
M2100	2695
M2101	4595
M2102	4961
M2103	3012
M2104	1920
M2105	5167
M2106	4905
M2107	7753
M2108	9051
M2109	10763
M2110	2116
M2111	3384
M2112	6171
M2113	6611
M2114	1725
M2115	9364
M2116	6985
M2117	3798
M2118	13838
M2119	10169
M2120	4800
M2121	10763
M2122	4474
M2123	6950
M2124	5990
M2125	5046
M2126	3479
M2127	5472
M2128	13838
M2129	12494
M2130	2797
M2131	4216
M2132	5046
M2133	4370
M2134	3972
M2135	3666
M2136	1873
M2137	5400
M2138	2253
M2139	3737
M2140	3814
M2141	6096
M2142	6399
M2143	2388
M2144	2016
M2145	7019
