identifier	count
M238	16367
M239	244
M240	312
M241	260
M242	198
M243	2579
M244	2332
M245	11823
M246	3467
M247	170
M248	586
M249	686
M250	5746
M251	1534
M252	5426
M253	6709
M254	2001
M255	11823
M256	2498
M257	44
M258	92
M259	4533
M260	50
M261	3728
M262	4074
M263	75
M264	161
M265	549
M266	392
M267	144
M268	412
M269	110
M270	64
M271	2
M272	113
M273	357
M274	136
M275	2598
M276	4188
M277	5168
M278	6709
M279	5639
M280	3751
M281	4349
M282	2770
M283	7668
M284	13143
M285	38
M286	114
M287	92
M288	40
M289	1096
M290	5639
M291	9757
M292	3891
M293	5602
M294	7668
M295	13143
M296	309
M297	26
M298	375
M299	1605
M300	3155
M301	9757
M302	2947
M303	5602
M304	6178
M305	13143
M306	2012
M307	1076
M308	3115
M309	4497
M310	5520
M311	2185
M312	5594
M313	6011
M314	2470
M315	5917
M316	5350
M317	1142
M318	3994
M319	4935
M320	4108
M321	4064
M322	711
M323	3623
M324	1984
M325	3659
M326	9757
M327	2325
M328	5195
M329	6017
M330	1148
M331	4405
M332	2472
M333	6178
M334	2423
M335	5454
M336	1327
M337	9757
M338	3638
M339	12621
M340	4232
M341	4406
M342	73
M343	293
M344	281
M345	5454
M346	2992
M347	5434
M348	1818
M349	12621
M350	1059
M351	5979
M352	2887
M353	3884
M354	5048
M355	2098
M356	2460
M357	2752
M358	3297
M359	3093
M360	301
M361	2004
M362	2925
M363	4677
M364	1909
M365	2706
M366	1034
M367	1884
M368	1951
M369	3392
M370	5434
M371	7767
M372	12621
M373	6777
M374	5979
M375	1656
M376	2089
M377	1220
M378	2899
M379	3742
M380	1064
M381	1843
M382	1766
M383	7767
M384	12621
M385	6777
M386	5284
M387	110
M388	404
M389	265
M390	2634
M391	2360
M392	5722
M393	7767
M394	2814
M395	2533
M396	7754
M397	1096
M398	3135
M399	1523
M400	4935
M401	3310
M402	2661
M403	3761
M404	4056
M405	2638
M406	3372
M407	4092
M408	4579
M409	3371
M410	1287
M411	3589
M412	3443
M413	3826
M414	2315
M415	5722
M416	12803
M417	2814
M418	3615
M419	7754
M420	2784
M421	1678
M422	3668
M423	4373
M424	1796
M425	4064
M426	1035
M427	2605
M428	12803
M429	3139
M430	3094
M431	173
M432	3685
M433	3615
M434	2058
M435	4
M436	2798
M437	2682
M438	12803
M439	3685
M440	2762
M441	5914
M442	3365
M443	2975
M444	2780
M445	2136
M446	3678
M447	1938
M448	2007
M449	11
M450	3634
M451	1661
M452	1453
M453	2833
M454	193
M455	3333
M456	4623
M457	1619
M458	197
M459	3968
M460	2798
M461	3395
M462	5989
M463	5184
M464	5438
M465	5899
M466	2815
M467	2626
M468	4680
M469	4691
M470	4402
M471	6431
M472	4142
M473	2833
M474	5989
M475	60
M476	174
M477	46
M478	4680
M479	4691
M480	4725
M481	6431
M482	3684
M483	1985
M484	2852
M485	2572
M486	5697
M487	4911
M488	1922
M489	6953
M490	6315
M491	3979
M492	2821
M493	3899
M494	4018
M495	4348
M496	2155
M497	3699
M498	3449
M499	5043
M500	5559
M501	6820
M502	13557
M503	16809
M504	3684
M505	2931
M506	3076
M507	2579
M508	3114
M509	3227
M510	3466
M511	4352
M512	2822
M513	261
M514	5559
M515	6820
M516	13557
M517	16809
M518	3422
M519	3409
M520	4053
M521	1952
M522	72
M523	7973
M524	3356
M525	6820
M526	13557
M527	16809
M528	3553
M529	2737
M530	5146
M531	82
M532	426
M533	2693
M534	5165
M535	2326
M536	2954
M537	5148
M538	3733
M539	3616
M540	3780
M541	3732
M542	80
M543	436
M544	6261
M545	3560
M546	3724
M547	1926
M548	1342
M549	13557
M550	16809
M551	2593
M552	2411
M553	4747
M554	5164
M555	4880
M556	4281
M557	2543
M558	6689
M559	4067
M560	2422
M561	2390
M562	16809
M563	7457
M564	1634
M565	2551
M566	1201
M567	739
M568	6320
M569	262
M570	4276
M571	3677
M572	4928
M573	7457
M574	8090
M575	4291
M576	7741
M577	1261
M578	6320
M579	4111
M580	3869
M581	2166
M582	4951
M583	178
M584	2574
M585	2944
M586	3133
M587	992
M588	1166
M589	1016
M590	4013
M591	2865
M592	237
M593	591
M594	4517
M595	3485
M596	183
M597	4109
M598	2919
M599	8090
M600	3608
M601	7741
M602	2798
M603	8295
M604	999
M605	331
M606	5004
M607	3917
M608	2322
M609	8090
M610	7389
M611	39
M612	1916
M613	8295
M614	3729
M615	4
M616	2175
M617	5307
M618	23
M619	3317
M620	7389
M621	2380
M622	4240
M623	3115
M624	59
M625	3465
M626	1809
M627	116
M628	421
M629	4148
M630	2156
M631	468
M632	182
M633	2752
M634	2
M635	5006
M636	2668
M637	135
M638	211
M639	770
M640	261
M641	153
M642	108
M643	1596
M644	3942
M645	1666
M646	7389
M647	241
M648	416
M649	1616
M650	8912
M651	2561
M652	3988
M653	3713
M654	9454
M655	1163
M656	1666
M657	2953
M658	164
M659	105
M660	58
M661	3231
M662	2203
M663	7510
M664	9454
M665	9950
M666	2787
M667	3958
M668	2284
M669	3609
M670	3417
M671	3592
M672	3771
M673	2349
M674	1195
M675	180
M676	1804
M677	92
M678	125
M679	90
M680	5766
M681	759
M682	3549
M683	70
M684	37
M685	4392
M686	2467
M687	3077
M688	7510
M689	1656
M690	9950
M691	358
M692	2306
M693	7287
M694	1408
M695	93
M696	4372
M697	96
M698	1725
M699	2333
M700	5909
M701	9950
M702	9982
M703	2737
M704	3819
M705	71
M706	93
M707	196
M708	5
M709	1
M710	3989
M711	3588
M712	9982
M713	14
M714	7162
M715	4759
M716	9774
M717	3598
M718	1967
M719	1952
M720	2360
M721	2255
M722	5109
M723	2893
M724	2658
M725	1123
M726	605
M727	3877
M728	5941
M729	4604
M730	5527
M731	2132
M732	911
M733	2343
M734	2802
M735	9982
M736	12852
M737	7162
M738	6427
M739	9774
M740	1791
M741	3625
M742	396
M743	161
M744	445
M745	1843
M746	3043
M747	2469
M748	12852
M749	7287
M750	3008
M751	224
M752	3428
M753	6427
M754	3363
M755	3776
M756	7435
M757	3238
M758	12852
M759	2261
M760	6366
M761	1955
M762	2766
M763	3753
M764	4736
M765	117
M766	2354
M767	3510
M768	2948
M769	80
M770	92
M771	416
M772	2636
M773	1816
M774	101
M775	797
M776	514
M777	2669
M778	232
M779	2029
M780	7435
M781	1656
M782	7514
M783	3374
M784	4916
M785	8601
M786	454
M787	258
M788	80
M789	3
M790	69
M791	526
M792	2601
M793	3316
M794	6978
M795	7514
M796	6457
M797	2649
M798	8601
M799	251
M800	114
M801	167
M802	1237
M803	2623
M804	6978
M805	3330
M806	76
M807	42
M808	4236
M809	4709
M810	2710
M811	3361
M812	2366
M813	1710
M814	1763
M815	6264
M816	3669
M817	295
M818	233
M819	2919
M820	2670
M821	2065
M822	6457
M823	2167
M824	5116
M825	3931
M826	1948
M827	6978
M828	4192
M829	1720
M830	4770
M831	877
M832	2546
M833	3373
M834	1130
M835	3409
M836	1738
M837	3931
M838	10626
M839	1269
M840	1629
M841	2324
M842	7828
M843	8092
M844	64
M845	3514
M846	4354
M847	5206
M848	10626
M849	12146
M850	3862
M851	7739
M852	7828
M853	8092
M854	3001
M855	1200
M856	3868
M857	286
M858	3817
M859	2383
M860	4603
M861	246
M862	241
M863	5292
M864	2183
M865	2328
M866	286
M867	1210
M868	1034
M869	1728
M870	4455
M871	1023
M872	1306
M873	1779
M874	12146
M875	3667
M876	3050
M877	3110
M878	8092
M879	3761
M880	1071
M881	110
M882	129
M883	2185
M884	3213
M885	12146
M886	2271
M887	11
M888	223
M889	87
M890	2426
M891	6851
M892	4060
M893	7488
M894	2029
M895	12146
M896	5087
M897	24
M898	1960
M899	2021
M900	1466
M901	3621
M902	1662
M903	3033
M904	4671
M905	2175
M906	1229
M907	1595
M908	1149
M909	681
M910	2385
M911	1490
M912	1202
M913	2249
M914	40
M915	2439
M916	1743
M917	6851
M918	5170
M919	7488
M920	6244
M921	5791
M922	4270
M923	2385
M924	3014
M925	2324
M926	1696
M927	1020
M928	6851
M929	17
M930	5498
M931	6244
M932	2591
M933	4102
M934	95
M935	106
M936	41
M937	5111
M938	2307
M939	3219
M940	5498
M941	8953
M942	2483
M943	2834
M944	5111
M945	4003
M946	6527
M947	524
M948	803
M949	2511
M950	1900
M951	76
M952	792
M953	3373
M954	2801
M955	1938
M956	3024
M957	3188
M958	1593
M959	52
M960	1230
M961	621
M962	461
M963	52
M964	751
M965	4053
M966	8953
M967	39
M968	2142
M969	5111
M970	1766
M971	3164
M972	1002
M973	1629
M974	4756
M975	3346
M976	4919
M977	39
M978	7625
M979	1268
M980	1551
M981	396
M982	8639
M983	2218
M984	3633
M985	1118
M986	12785
M987	680
M988	7625
M989	8639
M990	1560
M991	4615
M992	430
M993	3494
M994	4115
M995	2422
M996	1233
M997	2006
M998	781
M999	1836
M1000	104
M1001	4969
M1002	3504
M1003	3083
M1004	2364
M1005	198
M1006	3982
M1007	2027
M1008	714
M1009	29
M1010	16
M1011	5548
M1012	12785
M1013	9218
M1014	6117
M1015	3563
M1016	5385
M1017	1159
M1018	3798
M1019	2768
M1020	12614
M1021	2683
M1022	4225
M1023	1699
M1024	9218
M1025	8265
M1026	106
M1027	363
M1028	61
M1029	6098
M1030	12614
M1031	4259
M1032	4225
M1033	2922
M1034	5334
M1035	777
M1036	249
M1037	1388
M1038	1377
M1039	3437
M1040	5163
M1041	1285
M1042	41
M1043	17
M1044	192
M1045	23
M1046	120
M1047	466
M1048	1049
M1049	118
M1050	26
M1051	6098
M1052	12614
M1053	6068
M1054	8086
M1055	2922
M1056	4744
M1057	3978
M1058	3
M1059	138
M1060	465
M1061	2
M1062	1165
M1063	1727
M1064	4435
M1065	4905
M1066	11299
M1067	8086
M1068	13452
M1069	3294
M1070	3251
M1071	474
M1072	11
M1073	2735
M1074	2661
M1075	4905
M1076	11299
M1077	1042
M1078	13452
M1079	1498
M1080	6368
M1081	3978
M1082	5049
M1083	20
M1084	2853
M1085	743
M1086	2628
M1087	115
M1088	2669
M1089	3777
M1090	3679
M1091	2144
M1092	9
M1093	3657
M1094	2
M1095	3581
M1096	1577
M1097	75
M1098	236
M1099	6702
M1100	5263
M1101	11299
M1102	4090
M1103	13452
M1104	2927
M1105	3178
M1106	3043
M1107	1585
M1108	1924
M1109	2203
M1110	6702
M1111	5116
M1112	8526
M1113	7505
M1114	13452
M1115	3906
M1116	3456
M1117	284
M1118	62
M1119	81
M1120	7191
M1121	4462
M1122	8526
M1123	7505
M1124	3964
M1125	2963
M1126	2923
M1127	1035
M1128	1977
M1129	3508
M1130	359
M1131	2384
M1132	2023
M1133	1274
M1134	562
M1135	9
M1136	5028
M1137	131
M1138	80
M1139	358
M1140	1208
M1141	67
M1142	137
M1143	139
M1144	44
M1145	7191
M1146	3200
M1147	3832
M1148	7505
M1149	4756
M1150	2302
M1151	2758
M1152	4858
M1153	2852
M1154	5260
M1155	399
M1156	74
M1157	71
M1158	2787
M1159	4756
M1160	3183
M1161	9372
M1162	59
M1163	74
M1164	53
M1165	4845
M1166	4758
M1167	6224
M1168	8216
M1169	3696
M1170	3569
M1171	9372
M1172	1
M1173	96
M1174	107
M1175	117
M1176	230
M1177	2
M1178	34
M1179	31
M1180	3
M1181	291
M1182	263
M1183	3
M1184	49
M1185	56
M1186	165
M1187	3794
M1188	2734
M1189	6224
M1190	8216
M1191	4354
M1192	2750
M1193	2216
M1194	6037
M1195	2999
M1196	4799
M1197	521
M1198	45
M1199	2818
M1200	442
M1201	4072
M1202	3292
M1203	363
M1204	8216
M1205	981
M1206	4944
M1207	2164
M1208	6037
M1209	9778
M1210	4799
M1211	222
M1212	264
M1213	109
M1214	3146
M1215	3403
M1216	4944
M1217	2693
M1218	1278
M1219	9778
M1220	2256
M1221	3
M1222	235
M1223	1
M1224	4228
M1225	1982
M1226	109
M1227	1517
M1228	40
M1229	3
M1230	68
M1231	115
M1232	195
M1233	19
M1234	1
M1235	1
M1236	26
M1237	78
M1238	3997
M1239	2236
M1240	4944
M1241	4324
M1242	7145
M1243	9778
M1244	3075
M1245	270
M1246	34
M1247	4
M1248	1
M1249	50
M1250	1759
M1251	2155
M1252	2899
M1253	4324
M1254	7145
M1255	9778
M1256	3564
M1257	264
M1258	280
M1259	30
M1260	4237
M1261	1681
M1262	2899
M1263	5821
M1264	17388
M1265	19485
M1266	21155
M1267	3669
M1268	3819
M1269	3480
M1270	4959
M1271	2417
M1272	6231
M1273	5701
M1274	5757
M1275	3419
M1276	2973
M1277	6261
M1278	2580
M1279	4114
M1280	5426
M1281	5335
M1282	2386
M1283	4004
M1284	3796
M1285	531
M1286	1458
M1287	13178
M1288	5821
M1289	17388
M1290	19485
M1291	21155
M1292	1453
M1293	3035
M1294	2625
M1295	2903
M1296	2326
M1297	3602
M1298	13178
M1299	1441
M1300	17388
M1301	19485
M1302	21155
M1303	50
M1304	35
M1305	259
M1306	2221
M1307	1876
M1308	13178
M1309	2938
M1310	11639
M1311	19485
M1312	21155
M1313	3047
M1314	4146
M1315	3402
M1316	3992
M1317	4188
M1318	3037
M1319	1867
M1320	4614
M1321	3507
M1322	994
M1323	4672
M1324	2859
M1325	2505
M1326	3330
M1327	5928
M1328	3869
M1329	1747
M1330	4846
M1331	1689
M1332	3600
M1333	13178
M1334	1675
M1335	11639
M1336	8975
M1337	21155
M1338	5923
M1339	3320
M1340	5402
M1341	2062
M1342	3412
M1343	2548
M1344	13178
M1345	2880
M1346	80
M1347	291
M1348	81
M1349	11639
M1350	8975
M1351	5978
M1352	738
M1353	6234
M1354	13178
M1355	2682
M1356	2055
M1357	13942
M1358	9666
M1359	77
M1360	230
M1361	1922
M1362	9
M1363	4258
M1364	4228
M1365	153
M1366	194
M1367	458
M1368	294
M1369	93
M1370	189
M1371	101
M1372	3
M1373	49
M1374	4
M1375	8
M1376	195
M1377	2574
M1378	6234
M1379	6776
M1380	2938
M1381	1467
M1382	13942
M1383	9666
M1384	210
M1385	171
M1386	309
M1387	71
M1388	2725
M1389	1805
M1390	6776
M1391	1903
M1392	4804
M1393	2058
M1394	9666
M1395	4
M1396	144
M1397	228
M1398	1353
M1399	3064
M1400	6776
M1401	1319
M1402	806
M1403	2706
M1404	3828
M1405	792
M1406	3561
M1407	3306
M1408	1773
M1409	1090
M1410	5
M1411	1083
M1412	197
M1413	1347
M1414	1113
M1415	3040
M1416	1597
M1417	515
M1418	5
M1419	653
M1420	4804
M1421	3099
M1422	9014
M1423	33
M1424	8578
M1425	6776
M1426	2652
M1427	5078
M1428	1292
M1429	436
M1430	347
M1431	2878
M1432	4029
M1433	9014
M1434	2038
M1435	8578
M1436	2610
M1437	2606
M1438	8513
M1439	6570
M1440	1829
M1441	398
M1442	32
M1443	16
M1444	1574
M1445	8578
M1446	4270
M1447	3254
M1448	8513
M1449	6570
M1450	3198
M1451	4179
M1452	4873
M1453	3044
M1454	6
M1455	2890
M1456	1995
M1457	3383
M1458	13
M1459	2809
M1460	3175
M1461	2284
M1462	4074
M1463	93
M1464	2440
M1465	3161
M1466	1293
M1467	4842
M1468	2423
M1469	1999
M1470	4270
M1471	3895
M1472	1530
M1473	4507
M1474	13802
M1475	3741
M1476	1898
M1477	2330
M1478	38
M1479	2033
M1480	1962
M1481	3408
M1482	3689
M1483	8273
M1484	3895
M1485	8275
M1486	4507
M1487	13802
M1488	191
M1489	15
M1490	54
M1491	4385
M1492	1360
M1493	8273
M1494	4199
M1495	8275
M1496	7627
M1497	13802
M1498	63
M1499	1098
M1500	4583
M1501	7
M1502	62
M1503	5190
M1504	143
M1505	2
M1506	1220
M1507	1830
M1508	2407
M1509	4309
M1510	94
M1511	5
M1512	5
M1513	62
M1514	135
M1515	439
M1516	3210
M1517	1802
M1518	8273
M1519	2647
M1520	147
M1521	2053
M1522	125
M1523	159
M1524	3572
M1525	7627
M1526	2605
M1527	1489
M1528	5818
M1529	8273
M1530	2643
M1531	5048
M1532	7627
M1533	3675
M1534	109
M1535	53
M1536	114
M1537	1516
M1538	5818
M1539	4028
M1540	2652
M1541	3076
M1542	2778
M1543	2155
M1544	2742
M1545	2502
M1546	2401
M1547	2927
M1548	4126
M1549	133
M1550	1905
M1551	2078
M1552	4034
M1553	4166
M1554	3
M1555	2486
M1556	5891
M1557	3908
M1558	170
M1559	5048
M1560	23
M1561	2914
M1562	3365
M1563	5551
M1564	4028
M1565	2389
M1566	2227
M1567	4265
M1568	3189
M1569	3747
M1570	3731
M1571	1397
M1572	3949
M1573	6562
M1574	5551
M1575	4566
M1576	2533
M1577	4391
M1578	3448
M1579	3738
M1580	92
M1581	228
M1582	192
M1583	6562
M1584	2386
M1585	5434
M1586	1956
M1587	4391
M1588	11681
M1589	3738
M1590	5333
M1591	1408
M1592	4222
M1593	2503
M1594	1908
M1595	2226
M1596	4312
M1597	2290
M1598	1823
M1599	3418
M1600	2519
M1601	2992
M1602	2457
M1603	2566
M1604	2107
M1605	65
M1606	3872
M1607	299
M1608	1021
M1609	4586
M1610	5434
M1611	1780
M1612	4241
M1613	2869
M1614	422
M1615	2795
M1616	3493
M1617	11681
M1618	1342
M1619	2376
M1620	3634
M1621	5434
M1622	2389
M1623	11454
M1624	11681
M1625	2550
M1626	205
M1627	157
M1628	129
M1629	3281
M1630	3634
M1631	3169
M1632	1093
M1633	1591
M1634	5286
M1635	2202
M1636	162
M1637	4213
M1638	3654
M1639	1896
M1640	709
M1641	1437
M1642	3462
M1643	5554
M1644	1500
M1645	3756
M1646	3055
M1647	2670
M1648	4569
M1649	2236
M1650	223
M1651	11454
M1652	11681
M1653	3693
M1654	1735
M1655	6054
M1656	3169
M1657	1605
M1658	4802
M1659	2506
M1660	6220
M1661	4918
M1662	2271
M1663	2796
M1664	2572
M1665	3437
M1666	6054
M1667	6213
M1668	1842
M1669	1164
M1670	1856
M1671	6220
M1672	278
M1673	86
M1674	28
M1675	2968
M1676	1793
M1677	6213
M1678	3831
M1679	2065
M1680	2649
M1681	2842
M1682	159
M1683	4523
M1684	4052
M1685	2295
M1686	1936
M1687	3341
M1688	749
M1689	157
M1690	4390
M1691	2251
M1692	2864
M1693	2097
M1694	26
M1695	4649
M1696	3354
M1697	32
M1698	339
M1699	2196
M1700	3275
M1701	6213
M1702	4294
M1703	2597
M1704	1712
M1705	199
M1706	3269
M1707	4319
M1708	4378
M1709	2083
M1710	2365
M1711	4923
M1712	2193
M1713	2882
M1714	4294
M1715	515
M1716	76
M1717	310
M1718	1396
M1719	1392
M1720	6107
M1721	4923
M1722	8519
M1723	1641
M1724	2452
M1725	2023
M1726	2696
M1727	2633
M1728	324
M1729	2100
M1730	3024
M1731	1515
M1732	4886
M1733	2008
M1734	3356
M1735	3362
M1736	3291
M1737	1323
M1738	3875
M1739	1593
M1740	2890
M1741	3077
M1742	4147
M1743	2037
M1744	1927
M1745	6107
M1746	4371
M1747	8519
M1748	5351
M1749	2745
M1750	2185
M1751	3166
M1752	4395
M1753	2577
M1754	3561
M1755	1689
M1756	3156
M1757	1436
M1758	8519
M1759	6461
M1760	1887
M1761	8093
M1762	3011
M1763	4395
M1764	65
M1765	64
M1766	93
M1767	2343
M1768	2526
M1769	6461
M1770	2052
M1771	8093
M1772	1851
M1773	3299
M1774	1519
M1775	3706
M1776	138
M1777	2901
M1778	3564
M1779	2876
M1780	3883
M1781	1875
M1782	3344
M1783	2554
M1784	2702
M1785	131
M1786	1922
M1787	2740
M1788	2351
M1789	200
M1790	1077
M1791	1869
M1792	6461
M1793	9057
M1794	1361
M1795	2053
M1796	4704
M1797	3716
M1798	2218
M1799	3020
M1800	4288
M1801	3979
M1802	4669
M1803	2420
M1804	3767
M1805	9057
M1806	4916
M1807	4288
M1808	3276
M1809	56
M1810	56
M1811	28
M1812	4669
M1813	1320
M1814	4818
M1815	3262
M1816	3395
M1817	2521
M1818	3595
M1819	2291
M1820	2499
M1821	2860
M1822	1670
M1823	1849
M1824	695
M1825	4238
M1826	3829
M1827	2016
M1828	2189
M1829	3380
M1830	3366
M1831	4916
M1832	4760
M1833	2109
M1834	3583
M1835	2274
M1836	4818
M1837	2335
M1838	6009
M1839	7807
M1840	3061
M1841	65
M1842	4039
M1843	5049
M1844	4814
M1845	3595
M1846	3583
M1847	2135
M1848	1524
M1849	5055
M1850	6009
M1851	7807
M1852	3456
M1853	128
M1854	2344
M1855	2911
M1856	890
M1857	5263
M1858	6240
M1859	5055
M1860	2410
M1861	1775
M1862	9530
M1863	4180
M1864	3
M1865	2529
M1866	60
M1867	3145
M1868	4511
M1869	4560
M1870	2109
M1871	1919
M1872	479
M1873	3763
M1874	4327
M1875	1466
M1876	2453
M1877	4299
M1878	2093
M1879	2452
M1880	1954
M1881	6240
M1882	5119
M1883	5661
M1884	1817
M1885	9530
M1886	4095
M1887	2614
M1888	832
M1889	352
M1890	937
M1891	950
M1892	2269
M1893	2845
M1894	5119
M1895	3335
M1896	1366
M1897	81
M1898	5661
M1899	1828
M1900	1989
M1901	2376
M1902	7936
M1903	1049
M1904	5119
M1905	5661
M1906	3557
M1907	5029
M1908	307
M1909	39
M1910	1371
M1911	107
M1912	2
M1913	2
M1914	1500
M1915	5868
M1916	2084
M1917	73
M1918	76
M1919	65
M1920	34
M1921	2789
M1922	132
M1923	65
M1924	2
M1925	69
M1926	4749
M1927	7936
M1928	8217
M1929	4384
M1930	1458
M1931	2795
M1932	1198
M1933	367
M1934	606
M1935	3561
M1936	2474
M1937	1449
M1938	8217
M1939	5669
M1940	75
M1941	84
M1942	268
M1943	4833
M1944	1852
M1945	4005
M1946	3607
M1947	5042
M1948	2994
M1949	5669
M1950	1023
M1951	211
M1952	45
M1953	4
M1954	54
M1955	58
M1956	109
M1957	177
M1958	178
M1959	172
M1960	5
M1961	120
M1962	24
M1963	97
M1964	3844
M1965	3811
M1966	1834
M1967	4300
M1968	5042
M1969	1661
M1970	2554
M1971	2419
M1972	10589
M1973	1697
M1974	2
M1975	27
M1976	293
M1977	1
M1978	2336
M1979	3804
M1980	100
M1981	2192
M1982	4300
M1983	1400
M1984	6134
M1985	4148
M1986	4297
M1987	10589
M1988	3027
M1989	169
M1990	264
M1991	185
M1992	3711
M1993	2565
M1994	6134
M1995	3416
M1996	6063
M1997	10589
M1998	3493
M1999	162
M2000	109
M2001	2500
M2002	949
M2003	146
M2004	283
M2005	2487
M2006	3037
M2007	96
M2008	324
M2009	19
M2010	186
M2011	316
M2012	77
M2013	81
M2014	1
M2015	4
M2016	10
M2017	2127
M2018	2014
M2019	7613
M2020	3416
M2021	6063
M2022	977
M2023	2936
M2024	442
M2025	299
M2026	64
M2027	2835
M2028	3885
M2029	7613
M2030	5024
M2031	93
M2032	83
M2033	197
M2034	6063
M2035	2559
M2036	1314
M2037	2253
M2038	5956
M2039	2209
M2040	5024
M2041	2111
M2042	9393
M2043	3061
M2044	55
M2045	144
M2046	4658
M2047	277
M2048	1114
M2049	5790
M2050	107
M2051	1825
M2052	2264
M2053	618
M2054	1794
M2055	1596
M2056	2151
M2057	2934
M2058	22
M2059	2105
M2060	2173
M2061	3690
M2062	2635
M2063	5956
M2064	9044
M2065	2568
M2066	2417
M2067	9393
M2068	1724
M2069	3554
M2070	3506
M2071	3010
M2072	3665
M2073	1377
M2074	9044
M2075	3699
M2076	2544
M2077	9393
M2078	2274
M2079	83
M2080	4434
M2081	2825
M2082	1185
M2083	2464
M2084	6728
M2085	3699
M2086	6662
M2087	1947
M2088	2436
M2089	132
M2090	2262
M2091	418
M2092	97
M2093	1891
M2094	4199
M2095	108
M2096	173
M2097	73
M2098	2
M2099	3687
M2100	10
M2101	173
M2102	2182
M2103	83
M2104	3
M2105	631
M2106	2740
M2107	4245
M2108	6728
M2109	8253
M2110	19
M2111	87
M2112	93
M2113	552
M2114	150
M2115	6662
M2116	3089
M2117	2911
M2118	8208
M2119	3780
M2120	4017
M2121	8253
M2122	53
M2123	461
M2124	9
M2125	2615
M2126	2238
M2127	3421
M2128	8208
M2129	6991
M2130	2609
M2131	2333
M2132	2615
M2133	1631
M2134	2072
M2135	134
M2136	1
M2137	2588
M2138	279
M2139	54
M2140	2385
M2141	3659
M2142	150
M2143	222
M2144	74
M2145	2794
M2146	1926
M2147	604
M2148	451
M2149	29
M2150	180
M2151	703
M2152	5151
M2153	6991
M2154	6626
M2155	7219
M2156	3231
M2157	2640
M2158	3521
M2159	2
M2160	140
M2161	337
M2162	65
M2163	320
M2164	3298
M2165	3522
M2166	5320
M2167	7219
M2168	85
M2169	4
M2170	146
M2171	11651
M2172	4669
M2173	6431
M2174	1507
M2175	10905
M2176	5320
M2177	1834
M2178	2446
M2179	116
M2180	4804
M2181	3308
M2182	130
M2183	3347
M2184	5980
M2185	3102
M2186	2371
M2187	1877
M2188	649
M2189	10
M2190	4629
M2191	4175
M2192	1001
M2193	89
M2194	3082
M2195	241
M2196	11651
M2197	3668
M2198	6431
M2199	3569
M2200	10905
M2201	2005
M2202	4244
M2203	11651
M2204	3668
M2205	2482
M2206	3561
M2207	3679
M2208	233
M2209	3159
M2210	10905
M2211	434
M2212	5036
M2213	296
M2214	51
M2215	63
M2216	1800
M2217	1950
M2218	6554
M2219	3744
M2220	7173
M2221	2560
M2222	5036
M2223	3260
M2224	3809
M2225	237
M2226	3799
M2227	3661
M2228	1686
